sgRNA,oviposition_date,batch,individual_id,stage,days,status,"0=censored, 1=dead, 2=molted"
none,221006,1,139,pupa,10,2,
none,221006,1,140,pupa,10,2,
none,221006,1,141,pupa,10,2,
none,221006,1,142,pupa,10,2,
none,221006,1,143,pupa,10,2,
none,221006,1,144,pupa,10,2,
none,221006,1,145,pupa,10,2,
none,221006,1,146,pupa,10,2,
none,221006,1,147,pupa,10,2,
none,221006,1,148,pupa,10,2,
none,221006,1,149,pupa,10,2,
none,221006,1,150,pupa,10,2,
none,221006,1,131,adult,2,2,
none,221006,1,132,adult,2,2,
none,221006,1,133,adult,2,2,
none,221006,1,134,adult,2,2,
none,221006,1,135,adult,2,2,
none,221006,1,136,adult,2,2,
none,221006,1,137,adult,2,2,
none,221006,1,138,adult,2,2,
none,221006,1,139,adult,2,2,
none,221006,1,140,adult,2,2,
none,221006,1,141,adult,2,2,
none,221006,1,142,adult,2,2,
none,221006,1,143,adult,2,2,
none,221006,1,144,adult,2,2,
none,221006,1,145,adult,2,2,
none,221006,1,146,adult,2,2,
none,221006,1,147,adult,2,2,
none,221006,1,148,adult,2,2,
none,221006,1,149,adult,2,2,
none,221006,1,150,adult,2,2,
none,221006,1,151,embryo,6,1,
none,221006,1,152,embryo,6,1,
none,221006,1,153,embryo,6,1,
none,221006,1,154,embryo,6,1,
none,221006,1,155,embryo,6,1,
none,221006,1,156,embryo,6,1,
none,221006,1,157,embryo,6,1,
none,221006,1,158,embryo,6,1,
none,221006,1,159,embryo,6,1,
none,221006,1,160,embryo,6,1,
none,221006,1,161,embryo,6,1,
none,221006,1,162,embryo,6,1,
none,221006,1,163,embryo,6,1,
none,221006,1,164,embryo,6,1,
none,221006,1,165,embryo,6,1,
none,221006,1,166,embryo,6,1,
none,221006,1,167,embryo,6,1,
none,221006,1,168,embryo,6,1,
none,221006,1,169,embryo,6,1,
none,221006,1,170,embryo,6,1,
none,221006,1,171,embryo,6,1,
none,221006,1,172,embryo,6,1,
none,221006,1,173,embryo,6,1,
none,221006,1,174,embryo,6,1,
none,221006,1,175,embryo,6,1,
none,221006,1,176,embryo,6,1,
none,221006,1,177,embryo,6,1,
none,221006,1,178,embryo,6,1,
none,221006,1,179,embryo,6,1,
none,221006,1,180,embryo,6,1,
none,221006,1,181,embryo,6,1,
none,221006,1,182,embryo,6,1,
none,221006,1,183,embryo,6,1,
none,221006,1,184,embryo,6,1,
none,221006,1,185,embryo,6,1,
none,221006,1,186,embryo,6,1,
none,221006,1,187,embryo,6,1,
none,221006,1,188,embryo,6,1,
none,221006,1,189,embryo,6,1,
none,221006,1,190,embryo,6,1,
none,221006,1,191,embryo,6,1,
none,221006,1,192,embryo,6,1,
none,221006,1,193,embryo,6,1,
none,221006,1,194,embryo,6,1,
none,221006,1,195,embryo,6,1,
none,221006,1,196,embryo,6,1,
none,221006,1,197,embryo,6,1,
none,221006,1,198,embryo,6,1,
none,221006,1,199,embryo,6,1,
none,221006,1,200,embryo,6,1,
none,221006,1,201,embryo,6,1,
none,221006,1,202,embryo,6,1,
none,221006,1,203,embryo,6,1,
none,221006,1,204,embryo,6,1,
none,221006,1,205,embryo,6,1,
none,221006,1,206,embryo,6,1,
none,221006,1,207,embryo,6,1,
none,221006,1,208,embryo,6,1,
none,221006,1,209,embryo,6,1,
none,221006,1,210,embryo,6,1,
none,221006,1,211,embryo,6,1,
none,221006,1,212,embryo,6,1,
none,221006,1,213,embryo,6,1,
none,221006,1,214,embryo,6,1,
none,221006,1,215,embryo,6,1,
none,221006,1,216,embryo,6,1,
none,221006,1,217,embryo,6,1,
none,221006,1,218,embryo,6,1,
none,221006,1,219,embryo,6,1,
none,221006,1,220,embryo,6,1,
none,221006,1,221,embryo,6,1,
none,221006,1,222,embryo,6,1,
none,221006,1,223,embryo,6,1,
none,221006,1,224,embryo,6,1,
none,221006,1,225,embryo,6,1,
none,221006,1,226,embryo,6,1,
none,221006,1,227,embryo,6,1,
none,221006,1,228,embryo,6,1,
none,221006,1,229,embryo,6,1,
none,221006,1,230,embryo,6,1,
none,221006,1,231,embryo,6,1,
none,221006,1,232,embryo,6,1,
none,221006,1,233,embryo,6,1,
none,221006,1,234,embryo,6,1,
none,221006,1,235,embryo,6,1,
none,221006,1,236,embryo,6,1,
none,221006,1,237,embryo,6,1,
none,221006,1,238,embryo,6,1,
none,221006,1,239,embryo,6,1,
none,221006,1,240,embryo,6,1,
none,221006,1,241,embryo,6,1,
none,221006,1,242,embryo,6,1,
none,221006,1,243,embryo,6,1,
none,221006,1,244,embryo,6,1,
none,221006,1,245,embryo,6,1,
none,221006,1,246,embryo,6,1,
none,221006,1,247,embryo,6,1,
none,221006,1,248,embryo,6,1,
none,221006,1,249,embryo,6,1,
none,221006,1,250,embryo,6,1,
none,221006,1,251,embryo,6,1,
none,221006,1,252,embryo,6,1,
none,221006,1,253,embryo,6,1,
none,221006,1,254,embryo,6,1,
none,221006,1,255,embryo,6,1,
none,221006,1,256,embryo,6,1,
none,221006,1,257,embryo,6,1,
none,221006,1,258,embryo,6,1,
none,221006,1,259,embryo,6,1,
none,221006,1,260,embryo,6,1,
none,221006,1,261,embryo,6,1,
none,221006,1,262,embryo,6,1,
none,221006,1,263,embryo,6,1,
none,221006,1,264,embryo,6,1,
none,221006,1,265,embryo,6,1,
none,221006,1,266,embryo,6,1,
none,221006,1,267,embryo,6,1,
none,221006,1,268,embryo,6,1,
none,221006,1,269,embryo,6,1,
none,221006,1,270,embryo,6,1,
none,221006,1,271,embryo,6,2,
none,221006,1,272,embryo,6,2,
none,221006,1,273,embryo,6,2,
none,221006,1,274,embryo,6,2,
none,221006,1,275,embryo,6,2,
none,221006,1,276,embryo,6,2,
none,221006,1,277,embryo,6,2,
none,221006,1,278,embryo,6,2,
none,221006,1,279,embryo,6,2,
none,221006,1,280,embryo,6,2,
none,221006,1,281,embryo,6,2,
none,221006,1,282,embryo,6,2,
none,221006,1,283,embryo,6,2,
none,221006,1,284,embryo,6,2,
none,221006,1,285,embryo,6,2,
none,221006,1,286,embryo,6,2,
none,221006,1,287,embryo,6,2,
none,221006,1,288,embryo,6,2,
none,221006,1,289,embryo,6,2,
none,221006,1,290,embryo,6,2,
none,221006,1,291,embryo,6,2,
none,221006,1,292,embryo,6,2,
none,221006,1,293,embryo,6,2,
none,221006,1,294,embryo,6,2,
none,221006,1,295,embryo,6,2,
none,221006,1,296,embryo,6,2,
none,221006,1,297,embryo,6,2,
none,221006,1,298,embryo,6,2,
none,221006,1,299,embryo,6,2,
none,221006,1,300,embryo,6,2,
none,221006,1,271,larva,10,1,
none,221006,1,272,larva,10,1,
none,221006,1,273,larva,10,1,
none,221006,1,274,larva,10,1,
none,221006,1,275,larva,10,1,
none,221006,1,276,larva,10,1,
none,221006,1,277,larva,10,1,
none,221006,1,278,larva,10,1,
none,221006,1,279,larva,10,2,
none,221006,1,280,larva,10,2,
none,221006,1,281,larva,11,2,
none,221006,1,282,larva,11,2,
none,221006,1,283,larva,11,2,
none,221006,1,284,larva,11,2,
none,221006,1,285,larva,11,2,
none,221006,1,286,larva,11,2,
none,221006,1,287,larva,11,2,
none,221006,1,288,larva,11,2,
none,221006,1,289,larva,11,2,
none,221006,1,290,larva,11,2,
none,221006,1,291,larva,11,2,
none,221006,1,292,larva,11,2,
none,221006,1,293,larva,11,2,
none,221006,1,294,larva,11,2,
none,221006,1,295,larva,11,2,
none,221006,1,296,larva,11,2,
none,221006,1,297,larva,11,2,
none,221006,1,298,larva,11,2,
none,221006,1,299,larva,11,2,
none,221006,1,300,larva,11,2,
none,221006,1,279,pupa,10,1,
none,221006,1,280,pupa,10,1,
none,221006,1,281,pupa,10,2,
none,221006,1,282,pupa,10,2,
none,221006,1,283,pupa,10,2,
none,221006,1,284,pupa,10,2,
none,221006,1,285,pupa,10,2,
none,221006,1,286,pupa,10,2,
none,221006,1,287,pupa,10,2,
none,221006,1,288,pupa,10,2,
none,221006,1,289,pupa,10,2,
none,221006,1,290,pupa,10,2,
none,221006,1,291,pupa,10,2,
none,221006,1,292,pupa,10,2,
none,221006,1,293,pupa,10,2,
none,221006,1,294,pupa,10,2,
none,221006,1,295,pupa,10,2,
none,221006,1,296,pupa,10,2,
none,221006,1,297,pupa,10,2,
none,221006,1,298,pupa,10,2,
none,221006,1,299,pupa,10,2,
none,221006,1,300,pupa,10,2,
none,221006,1,281,adult,3,2,
none,221006,1,282,adult,3,2,
none,221006,1,283,adult,3,2,
none,221006,1,284,adult,3,2,
none,221006,1,285,adult,3,2,
none,221006,1,286,adult,3,2,
none,221006,1,287,adult,3,2,
none,221006,1,288,adult,3,2,
none,221006,1,289,adult,3,2,
none,221006,1,290,adult,3,2,
none,221006,1,291,adult,3,2,
none,221006,1,292,adult,3,2,
none,221006,1,293,adult,3,2,
none,221006,1,294,adult,3,2,
none,221006,1,295,adult,3,2,
none,221006,1,296,adult,3,2,
none,221006,1,297,adult,3,2,
none,221006,1,298,adult,3,2,
none,221006,1,299,adult,3,2,
none,221006,1,300,adult,3,2,
none,221006,2,1,embryo,7,2,
none,221006,2,2,embryo,7,2,
none,221006,2,3,embryo,7,2,
none,221006,2,4,embryo,7,2,
none,221006,2,5,embryo,7,2,
none,221006,2,6,embryo,7,2,
none,221006,2,1,larva,11,2,
none,221006,2,2,larva,10,2,
none,221006,2,3,larva,12,2,
none,221006,2,4,larva,11,2,
none,221006,2,5,larva,10,2,
none,221006,2,6,larva,11,2,
none,221006,2,1,pupa,10,2,
none,221006,2,2,pupa,10,2,
none,221006,2,3,pupa,10,2,
none,221006,2,4,pupa,10,2,
none,221006,2,5,pupa,13,2,
none,221006,2,6,pupa,10,2,
none,221006,2,1,adult,4,2,
none,221006,2,2,adult,5,2,
none,221006,2,3,adult,3,2,
none,221006,2,4,adult,4,2,
none,221006,2,5,adult,2,2,
none,221006,2,6,adult,4,2,
